index,backdrop_path,overview,poster_path,original_language,vote_average,origin_country,parentTconst,ordering,title_series,genres,startYear,voisin1,voisin2,voisin3,voisin4
31022,/qjt4tu9hamn7B5U4GYek8UOCNJ3.jpg,"In the twelve years of Tianbao, Kong Hongjun, a handsome young man who is not familiar with the world, left the Yaojin Palace on the Taihang Mountain with three important tasks, and came to Chang'an, which is full of prosperity. Kong Hongjun first entered the Datang Exorcism Division, and the head supervisor was actually Long Wujun general Li Jinglong who had dealt with it not long ago. But he accidentally broke the Chen's heart lamp, and the heart lamp entered Li Jinglong's body. In the light and shadow of the lamp, there are the bright red lights of Pingkangli, the exorcism of the sycamore in the summer sunshine, the vast sky and sand and flying snow, the peaceful singing of Artai. Mo Rigen and Lu Xu picked off early morning leaves, Qiu Yongsi's flying strokes. Adaptation of Fei Tian Ye Xiang's (非天夜翔) web novel of the same name.",/dbHRopNK0TCeT1lzQSZxjscUUWe.jpg,zh,7.0,['CN'],tt14994658,4.0,La Légende de Tang,Animation,2020.0,La Légende de Tang,Kings of Jo'burg,Jeux d'influence,Home
31059,/2lzsmQw7IQFuhngIRIp3aocEwyC.jpg,"Join your favorite ""CoComelon"" characters on imaginative adventures as they explore feelings — and the world around them — in this story-driven series.",/l5SRYNMkc8NOxQe0E0jNUrdxOR6.jpg,en,7.6,['US'],tt15040002,4.0,Cocomelon Lane,Animation,2023.0,Cocomelon Lane,Toute la lumière que nous ne pouvons voir,Le chemin de l'olivier,SAS Rogue Heroes
31180,/3Fvrl7H2m2CP1IFBnVamCsrvKLq.jpg,"A sexual scandal between a math teacher and a student in a prestigious high school ended in tragedy. 4 years later they meet again, now as adults, to reveal the corruptions in school and to regain one's reputation as a teacher.",/cn3CIR5LaKubPmzOv5jsxcQQwkZ.jpg,ko,7.6,['KR'],tt15146242,4.0,Mellangkollia,Drama,2021.0,Mellangkollia,The White Lotus,Le chemin de l'olivier,SAS Rogue Heroes
31794,/cTIfK6Vdp4B1fljaRFjMWrzavC.jpg,"Through an exclusive matchmaking agency, women strive to marry a desirable bachelor and into the highest echelon of society.",/hqABG0jPug0NoFpCcJYAtrRdIk3.jpg,ko,7.2,['KR'],tt15268768,4.0,Remarriage & Desires,Drama,2022.0,Entre Saisonniers,Remarriage & Desires,Braqueurs,Braqueurs: La série
32058,/zJ4MVqFge0XnrDnpjo6l6Mz7lmz.jpg,A blind French girl and a young German soldier's paths collide during WWII.,/5vctOvdEXakZWTJrP8bgPEoCbqS.jpg,en,7.565,['US'],tt15320362,4.0,Toute la lumière que nous ne pouvons voir,Drama,2023.0,Toute la lumière que nous ne pouvons voir,Cocomelon Lane,Le chemin de l'olivier,SAS Rogue Heroes
32094,/hfTkwpu4JFM7a8Vx6oFqDYnl4Gc.jpg,"The three worlds of humans, gods, and demons are balanced by energy. But in the 21st century, due to the rapid development of human society, the balance is lost.",/8qUZFGisOwmiE9qbcvhu6qrBtk9.jpg,zh,7.1,['CN'],tt15393416,4.0,Sacrée galère!,Animation,2019.0,Sacrée galère!,Anna,Sijipeuseu: The Myth,Jeux d'influence
32339,/e5X9BRZ7kJ7bQmaTa3m1ckpglz5.jpg,"Lee Young Kook is a widower with three children. He still hasn’t gotten over the death of his wife. He decides to hire Park Dan Dan as a live-in tutor for his kids and he becomes attracted to her. Meanwhile, Park Dan Dan has bright and positive personality despite her harsh situation.",/vyahc0o4Xfbw0pZdz5QiqXxDRNH.jpg,ko,7.2,['KR'],tt15514606,4.0,Un caballero y una joven dama,Comedy,2021.0,Braqueurs: La série,Un caballero y una joven dama,Braqueurs,Entre Saisonniers
32389,/nVvn89XVd5IRLbcra5BcYcWbH9I.jpg,"Special agents Sam and Kit hop the globe with their sleuthing skills, science facts and cool gadgets to solve the animal kingdom's many mysteries.",/tFi3nx53Dfwa5YOd4J2VnIXpqBk.jpg,en,7.6,['GB'],tt15527326,4.0,Les Enquêtes sauvages,Kids,2022.0,SAS Rogue Heroes,Le chemin de l'olivier,Summer Strike,Les Enquêtes sauvages
32390,/juiHpROgZPM72lavNvRJumPLVi6.jpg,"Yukiko Akaza attends a high school for blind. She has amblyopia, which causes her to recognize colors only vaguely and she can recognize large letters with a magnifying glass. When she walks outdoors, she always carries a white cane. Nevertheless, she has a bright personality. One day, Yukiko happens to meet delinquent boy Morio Kurokawa. At first, Yukiko doesn't like him, but she somehow gains an understanding of him. They become attracted to each other.",/3iJhC6lrzoqk4vNW4M63O6G4Yvg.jpg,ja,8.1,['JP'],tt15548244,4.0,Koi Desu: Yankee-kun to Hakujou Garu,Drama,2021.0,Koi Desu: Yankee-kun to Hakujou Garu,La maison de poupée de Gabby,Sans Limites Avec Chris Hemsworth,Shuroop
32394,/eW6CqrGSRUk6xMbdCjreMQiP5W8.jpg,A tough judge balances her aversion to minor offenders with firm beliefs on justice and punishment as she tackles complex cases inside a juvenile court.,/xH2wTVlsUlYeFEOVGFDaamHkMCm.jpg,ko,7.9,['KR'],tt15553922,4.0,Juvenile Justice,Drama,2022.0,Juvenile Justice,The Three-Body Problem,Citoyens clandestins,The Gentlemen
32815,/37cfVRhYW9ylMqH0ok1sSZXcWWN.jpg,Two men from prominent families vie for the affections of a beautiful yet dangerous woman.,/13JdedQwxn9hhTM3wFbZL12aFfU.jpg,es,7.316,['CO'],tt1612716,4.0,Rosario Tijeras,Action & Adventure,2010.0,Rosario Tijeras,Borgia,Salamandre,Ministères
33378,/lE501tGuJt5rgPsbdYxmbh3vGWx.jpg,"A junior high school student named Rinko becomes partners with a rabbit Jewelpet named Ruby. Together they try to find the Jewel Charms that dropped from Jewel Land into the world of the humans. Along with their friends, Rinko and Ruby help others solve their problems while using the magic of Jewelpets.",/750II7VWRTSedLfpv7n6L1iVNLC.jpg,ja,8.8,['JP'],tt1642495,4.0,Jewelpets: Le royaume des bijoux,Animation,2009.0,Jewelpets: Le royaume des bijoux,19-2,Kozak,Jan Hus - Rebelle jusqu'au bûcher
34404,/4phoBYckOcCVo4jpJlJ4QLz1Wh8.jpg,"The name Borgia stands for betrayal, intrigue and corruption in the Vatican, which was the center of the world during the Renaissance.",/rhphgkv2dl7qgnq4pGfQGWVSJSy.jpg,fr,7.3,['FR'],tt1736341,2.0,Borgia,Action & Adventure,2011.0,Borgia,Salamandre,Rosario Tijeras,Ministères
34558,/iSNiGi1qczYB89ECvJta7Cr0Jk6.jpg,"Fatmagül'ün Suçu Ne? is a Turkish television drama series produced by Ay Yapım and broadcast on Kanal D. The series is based on Vedat Türkali's novel, Fatmagül'ün Suçu Ne?, which was made into a film in 1986. The series is written by duo Ece Yörenç and Melek Gençoğlu. The soundtrack was done by Toygar Işıklı.",/uMReevzWx5tpymcSuPQF588DTdq.jpg,tr,8.028,['TR'],tt1783916,4.0,Fatmagül'ün Suçu Ne?,Family,2010.0,Fatmagül'ün Suçu Ne?,Violetta,Master's Sun,Molusco
34861,/rH7lXeUNrRpvOLMPCwFSfXRBCV7.jpg,"19-2 is a riveting French-language Canadian drama series set in Montreal. The show follows two police officers, seasoned veteran Nick Barron and rural newcomer Ben Chartier, as they navigate the challenges of working in the 19th precinct. Despite their contrasting approaches to policing, the duo forms a strong partnership while facing dangerous criminals, corruption within the force, and their personal struggles. As the series unfolds, it delves into the emotional and psychological impact of their demanding profession, providing an authentic look into the lives of law enforcement officers.",/tDSZTZwicvFbgZF6QpTFGQJue9r.jpg,fr,8.6,['CA'],tt1840973,4.0,19-2,Crime,2011.0,19-2,Jewelpets: Le royaume des bijoux,Mon amour venu des étoiles,Section de recherches
35211,/mvmOcBT0WhyRmSpkhhBgdtp7GSL.jpg,"Aziraphale, an angel, and Crowley, a demon, join forces to find the Antichrist and stop Armageddon.",/1ibIjP6puA4y2SfCn9icSehHrBu.jpg,en,8.053,['GB'],tt1869454,4.0,Good Omens,Sci-Fi & Fantasy,2019.0,Good Omens,You,Panchayat,Legacy
35698,/qB7yhnWBQ2oiaG2PZ3N3zFFm5L3.jpg,"Journalist Sagar's life turns thrilling as he unravels dark secrets behind newspaper clippings predicting tragedies. He becomes a murder suspect, racing against time to clear his name and solve the enigma and faces dangerous twists. Suspense builds in this roller-coaster ride.",/jMegWqCj8z58na8RG8ytlPJ7gGm.jpg,te,7.1,['IN'],tt19868374,2.0,Dhootha,Mystery,2023.0,Dhootha,"The Chef, la série",L'amour trompé,Lopez contre Lopez
35772,/5TRlH9CsSbmUlpS2kaXEyETPiLr.jpg,"Six thousand years ago, the Demon God appeared and creatures were turned into demons. The mankind created six Temples to fight the demons. Long Haochen joins the Knights Temple. As he grows, an adventure unfolds. He wins the recognition of others and fights with the Six Temples against the demons for the sake of human beings. He sacrifices himself to protect the people. Could Long win the Throne of Seal and be granted the highest honor in the Knights' Temple? All remained to be revealed.",/ehRRWs1EfeYiX4ysLLapWeKG4Pq.jpg,zh,8.6,['CN'],tt19902148,4.0,Shen Yin Wangzuo,Animation,2022.0,SPY×FAMILY,Shen Yin Wangzuo,Snowdrop,Welcome to Samdalri
35840,/q5mJ4oKfGc6Cr9reIHFzD0pQzre.jpg,"Yeon Shi-eun is a model student, who ranks at the top at his school. Physically, he appears like a weak boy, but, by using his smarts, tools, and psychology, he fights against violence that takes place inside and outside of his school.",/xRw3akJQdfgqx0x4fiHW7nIkEUJ.jpg,ko,8.462,['KR'],tt20234568,4.0,Yakhanyeongung,Action & Adventure,2022.0,Yakhanyeongung,Power Book IV: Force,Snowdrop,Welcome to Samdalri
35841,/zxfBtHz5UmSTfIEC4O4GngyjHwa.jpg,"Nanotechnology researcher Wang Miao is taken to the Joint Operations Center by police officer Shi Qiang, who's investigating the mysterious suicide wave among scientists worldwide,  and recruited to sneak into an organization called the Frontiers of Science to help the investigation. When Wang Miao is contacted by the leader of the organization, Shen Yufei, she introduces him to a sophisticated VR video game called Three-Body, but soon he discovers that it's more than just a game.",/buXHm2shttFRQIBsCFlv5L2TmKh.jpg,zh,7.873,['CN'],tt20242042,4.0,The Three-Body Problem,Drama,2023.0,The Three-Body Problem,The Gentlemen,Juvenile Justice,Citoyens clandestins
36035,/xD7G0DquGnsVXKUCm9bFbw5jozT.jpg,"First crushes, first kisses, fun with friends — and feuds with rivals. In the halls of Galileo Galilei Middle School, every day is full of surprises!",/slaBZ9hzYXT9hvZJOHbYC2S84sT.jpg,it,7.398,['IT'],tt20449034,4.0,Ag3nda,Kids,2022.0,Ag3nda,Entretien avec un vampire,Biao Ren,Perfect Marriage Revenge
36382,/dTn10yv1GZUfuLSJK50H0eU7DxD.jpg,"Set in the late 1920s, it follows the three daughters of Shanghai department store giant Xinghua as they go head to head against each other to determine the true heir who will ensure the family’s continued prosperity.",/899woa0QtAaBP8pJavADxrwhPP7.jpg,zh,8.0,['CN'],tt21073486,4.0,Legacy,Drama,2022.0,Gülümse Kaderine,Legacy,Black Mafia Family,Profession : reporter
36449,/q5mivz51vafoipM3VzwOp9Cv2AC.jpg,"In the heart of London, an anonymous phone call draws two brilliant detectives—a young woman in the early stages of her career and a well-connected man determined to protect his legacy—into a fight to correct an old miscarriage of justice.",/xUj3YCz3exVDV2iLZus0nUV6HNw.jpg,en,7.026,['GB'],tt21088136,4.0,Criminal Record,Crime,2024.0,Criminal Record,"Les camps, secret du pouvoir chinois",Strife,"Les camps, secret du pouvoir chinois - Laogai, le goulag chinois"
36546,/501qzF4JUzYOvtehBRJ7pehhPxK.jpg,Twenty-something Phoebe leaves her job at a prominent law firm to work at a family violence legal centre. Pressure mounts to save the centre as relationships are tested.,/bLTnmuKNzWmSR83WlMjQ7X44Pc4.jpg,en,7.3,['AU'],tt21132302,4.0,Safe Home,Drama,2023.0,Safe Home,Tapie,Song of the Bandits,Chief Detective 1958
36584,/gnUcWFVBdwz8ZdYgT7LieSxIzWF.jpg,"Mueang, an outspoken eco-warrior geologist, and Apo, a distressed architect, share a passionate night. Later, Mueang learns she’s his father’s fiancée, leading to one big “it’s complicated” romance.",/muxi2YscxqIson3txhwm93QvFEW.jpg,th,8.5,['TH'],tt21261184,4.0,Love at First Night,Comedy,2024.0,Love at First Night,Welcome to Samdalri,La Reine des larmes,Yakhanyeongung
36754,/hZEHF0t2q7XDOkAn1HiSyblpD96.jpg,"In the lawless land of Gando, fierce bandits will stop at nothing to fight for their precious homeland and loved ones — even if it means life or death.",/4lls2JCt9g1YiusX3xLVSdSZ6cO.jpg,ko,7.265,['KR'],tt21627436,4.0,Song of the Bandits,Action & Adventure,2023.0,Song of the Bandits,Safe Home,Tapie,Relève-toi!
36913,/xuFNUGqEJ4cKNR7eKCowhDruhSd.jpg,"A musically talented teenager returns to her native Buenos Aires with her father, Herman, after living in Europe for several years, navigating the trials and tribulations of growing up.",/b3MUGJeKakAZwQa7lNJxTP1pJmD.jpg,es,8.1,['AR'],tt2171665,4.0,Violetta,Family,2012.0,Violetta,Hanzawa Naoki,Master's Sun,Fatmagül'ün Suçu Ne?
37034,/mZOw5cBXPDfSv1T8IFWsWi8Wktp.jpg,Closet witch Diana Bishop and centuries-old vampire Matthew Clairmont are drawn into a deadly mystery and forbidden romance when a magical book shows up in an Oxford library.,/l7MUpFAE8UEWYnO2Uv7SFtdZ2OJ.jpg,en,7.809,['GB'],tt2177461,4.0,Le livre perdu des sortilèges: A Discovery of Witches,Sci-Fi & Fantasy,2018.0,Le livre perdu des sortilèges: A Discovery of Witches,Les enquêtes de Toby et Teri,Kalp Atisi,Le professeur du Cauchemar
37059,/kn9eKTLbLzsw9OCwRpMumXM4i3W.jpg,"Set in a parallel universe, Real Humans imagines a world where robots have become so human that they're barely distinguishable from real humans and follows the resulting emotional effects on two families as well as the trials of a group of robots who have attained free will and want their freedom from human ownership.",/ps9LymVYTVGcNpAvgqzx2RwwK0Z.jpg,sv,7.6,['SE'],tt2180271,4.0,Real Humans (100% Humain),Drama,2012.0,Real Humans (100% Humain),Rita & Whatsit,"Molly, une femme au combat",Au service de la France
37152,/uNuefYqItf0KuH2tPyIGQ286IUj.jpg,"After losing her entire family, Amy has spent several years on the run from unknown danger. When she meets Liam on a flight she has no idea her life is about to change, for his part Liam plans to help her whether she likes it or not.",/a3eEk7PKWTiSdkU9p77e55KFxE9.jpg,en,8.75,['US'],tt21876442,4.0,The Secret Life of Amy Bensen,Drama,2022.0,The Secret Life of Amy Bensen,Yeni Hayat,Shen Yin Wangzuo,SPY×FAMILY
37411,/oB3SctZyR8zlWQhFUSMn8tPWnSh.jpg,A woman possessed by an evil spirit and a man who can see evil spirits uncover the secrets of mysterious deaths surrounding five spirits.,/o2Sk7VEZpR5WOCjtjO6ClGBKSji.jpg,ko,7.8,['KR'],tt22263470,4.0,Akgwi,Mystery,2023.0,My Happy End,Story of Kunning Palace,Acharnés,Akgwi
37423,/uj8DokshBfXWiM64iEXrEldyr39.jpg,"A spirited queen tries to rein in her rowdy sons in order to make one of them the next king of Joseon, while her competitors vie to snatch the throne.",/817aakHe145GTVEi6LzxHSBpbth.jpg,ko,8.1,['KR'],tt22265394,4.0,Shuroop,Drama,2022.0,Sans Limites Avec Chris Hemsworth,Shuroop,"Ninjago, le soulèvement des dragons",Le livre de notre destin
38244,/sFuMSmk1ut9OQVGdED76Sk7FH9g.jpg,"To marry the girl he loves, the hero tames a bull that belongs to her with deceptive tricks. His frivolous act rekindles the bygone animosity between the families that prompts several problems.",/2e34tCqQfN477xoOrCEsfvFNRNh.jpg,ta,7.5,['IN'],tt22771498,4.0,Pettaikaali,Action & Adventure,2022.0,Pettaikaali,Unlock My Boss,Blue Lights,Twins
38256,/iWLDTXnT8aTGiuQo6dZrgQ0PyKU.jpg,"Eight months after her mentor Andy Jones suffered a heart attack, Head Chef Carly is battling to forge a name for new London restaurant Point North alongside her old kitchen crew. With the pressure to draw in new, hungry customers and the financial squeeze to keep the business profitable, the team must find a way to manage their complicated personal lives whilst creating quality food day in, day out.",/5W6z0r3CsN4P5Ra7AWCLQtCU7D8.jpg,en,7.1,['GB'],tt22889176,4.0,"The Chef, la série",Drama,2023.0,Dhootha,"The Chef, la série",L'amour trompé,Lopez contre Lopez
38294,/ut4CJA0ykxXkBPPiJelqeSZ5WQb.jpg,"Five very different students navigate life at the Capuchin seminary, facing tough questions of faith under the guidance of a freethinking priest.",/3jdNa6OJd4gbWNNJibj8XTCb27g.jpg,fr,7.4,['FR'],tt2303170,4.0,Ainsi soient-ils,Drama,2012.0,Ministères,Ainsi soient-ils,Salamandre,Borgia
38295,/ut4CJA0ykxXkBPPiJelqeSZ5WQb.jpg,"Five very different students navigate life at the Capuchin seminary, facing tough questions of faith under the guidance of a freethinking priest.",/3jdNa6OJd4gbWNNJibj8XTCb27g.jpg,fr,7.4,['FR'],tt2303170,4.0,Ministères,Drama,2012.0,Ministères,Ainsi soient-ils,Salamandre,Borgia
38425,/nvA3hsVYYjtLhp14KgmqEfGTRmQ.jpg,"A 30,000 Crore crime nexus is being ruled by the unattainable Thalaivan right in the heart of Mumbai, in Dharavi. JCP Jayant Gavaskar is on a mission to bring down Thalaivan and his adversaries, at any cost.",/uL54l2L1Jynqcq26LVZrp5GV6pE.jpg,hi,7.0,['IN'],tt23333666,4.0,Dharavi Bank,Crime,2022.0,Dharavi Bank,"Les camps, secret du pouvoir chinois","Les camps, secret du pouvoir chinois - Laogai, le goulag chinois",Strife
39074,/rY6EIyYDnfZqf033mgHBPA0MgGF.jpg,"After getting dumped by her boyfriend and losing her mother in an accident, Yeo-reum decides to move to a small village to do nothing.",/ge4M0QHCfegOETAkjAKZroo82Rr.jpg,ko,7.6,['KR'],tt23788642,4.0,Summer Strike,Drama,2022.0,SAS Rogue Heroes,Le chemin de l'olivier,Summer Strike,Les Enquêtes sauvages
39080,/fXQEjHH26D0nmVA7I8J3BS4DKHs.jpg,"The narrative of Dilan, whose aspirations and hopes were dashed on the one hand, and Baran, who had to marry to stop the feud and save her brother from this cycle on the other. This marriage, however, is a prison for the two of them, and his uncle, who is jealous of his wealth, wishes to renew the rivalry. This conflicted relationship will cause strong winds to blow between two hearts; will this marriage become a true marriage?",/o6tosm7V0SMBlI1KsTUxPM9Papp.jpg,tr,7.7,['TR'],tt23791028,4.0,Kan Çiçekleri,Drama,2022.0,Kan Çiçekleri,The Cleaning Lady,Lupin,The White Lotus
39756,/bJfkWXQDKLEdEzwakrEArAqtISP.jpg,"At the brink of his death, the CEO and founder of an IT company's spirit gets stuck inside a smartphone and enlists the help of a young man to do favors on his behalf in exchange for 10 billion won.",/8SmsIBU2v4AWNNhFi5qfSUOT4ZN.jpg,ko,7.5,['KR'],tt24082562,4.0,Unlock My Boss,Comedy,2022.0,Pettaikaali,Unlock My Boss,Blue Lights,Twins
40158,/xCAqRqcmVcwOAv8sJrnoiMtXEvj.jpg,"Border Security: Canada's Front Line is a Canadian television program produced by Force Four Entertainment that airs on the National Geographic Channel. The show follows the work of officers of the Canada Border Services Agency as they enforce Canadian customs, quarantine, immigration and finance laws.",/3w7LkYjRj1g2ZrGoKPso1p6gqWO.jpg,en,10.0,['CA'],tt2518480,4.0,Douanes sous haute surveillance : Canada,Crime,2012.0,Douanes sous haute surveillance : Canada,Affaires étrangères,You Only Go Around Once,Taj
40238,/aY7zv2pfk9H0QxaaL3PBjvalbKQ.jpg,"Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.",/l220jMmURQUTzgkFuf6u8YpYs84.jpg,fr,7.7,['FR'],tt2531336,2.0,Lupin,Crime,2021.0,Lupin,Kan Çiçekleri,The Cleaning Lady,The White Lotus
40763,/qL6PiHIo87S1sy7cg18QDhFnHPd.jpg,A police inspector investigates the robbery of 66 safe deposit boxes at a private bank in Brussels.,/24zaZItiCkFArDILOvln5q2Kp34.jpg,nl,7.3,['BE'],tt2569488,4.0,Salamandre,Crime,2012.0,Salamandre,Borgia,Rosario Tijeras,Ministères
41430,/jDKnarp1Bcs7sZE8zeCUDBU4bHb.jpg,"After suffering a fall from grace, a photographer returns to her hometown and bumps into her childhood friend — rekindling an unfinished romance.",/98IvA2i0PsTY8CThoHByCKOEAjz.jpg,ko,8.5,['KR'],tt26653824,2.0,Welcome to Samdalri,Drama,2023.0,Welcome to Samdalri,Love at First Night,Yakhanyeongung,Snowdrop
41494,/juXVrBTNzYZcUsdBveNMHEEaB4R.jpg,"After turning 60, a wealthy woman suddenly falls in love with an attractive and much younger man, but her family raises doubts about his intentions.",/AgKGqINmSEkZExekGCMH68KMSmE.jpg,it,7.1,['IT'],tt27031470,4.0,L'amour trompé,Drama,2024.0,L'amour trompé,"The Chef, la série",Dhootha,Criminal Record
41698,/xjraGFNinYDENVPbpevrLoVTxfQ.jpg,"The comedic drama series tells the story of a modern, imperfect woman and publisher named Evelyn Jones, played by acclaimed Australian actress Asher Keddie, and her journey from lounge room blogger to becoming a force in women’s media.",/ugYEkoRdlB6MRqv5gvSlNQyjSJv.jpg,en,7.0,['AU'],tt27162696,4.0,Strife,Drama,2023.0,"Les camps, secret du pouvoir chinois - Laogai, le goulag chinois","Les camps, secret du pouvoir chinois",Strife,"Les camps, secret du pouvoir chinois - La surveillance totale"
41714,/uckLReDFpSKNnSSGZdErQxR8qQU.jpg,"After the founding of the People's Republic of China in 1949, Mao Tsetung established a system of labor camps for systematic repression, known as Laogai, an abbreviation for ""Reform Through Labor"". In such camps, forced labor and physical and mental torture were used to bring about a so-called mental reform, re-education in the spirit of the Chinese Communist Party. Millions of Chinese were affected. Many were executed. In hundreds of camps, the Party took advantage of the prisoners' free labor to build the economy. Self-criticism and denunciation were often the only way to escape martyrdom. Successive waves of purges culminated in the Cultural Revolution, which saw massive human rights abuses, political assassinations, massacres, and exiles in remote parts of the country. Using unreleased archive footage, the documentary tells the story of the invention, development and improvement of China's totalitarian system of surveillance and repression up to the present day, never told before.",/rRZwCAzKMuqLZ0zTtf633jPO1qx.jpg,fr,7.0,['FR'],tt27206654,2.0,"Les camps, secret du pouvoir chinois",Documentary,2023.0,"Les camps, secret du pouvoir chinois - Laogai, le goulag chinois","Les camps, secret du pouvoir chinois",Strife,"Les camps, secret du pouvoir chinois - La surveillance totale"
41715,/uckLReDFpSKNnSSGZdErQxR8qQU.jpg,"After the founding of the People's Republic of China in 1949, Mao Tsetung established a system of labor camps for systematic repression, known as Laogai, an abbreviation for ""Reform Through Labor"". In such camps, forced labor and physical and mental torture were used to bring about a so-called mental reform, re-education in the spirit of the Chinese Communist Party. Millions of Chinese were affected. Many were executed. In hundreds of camps, the Party took advantage of the prisoners' free labor to build the economy. Self-criticism and denunciation were often the only way to escape martyrdom. Successive waves of purges culminated in the Cultural Revolution, which saw massive human rights abuses, political assassinations, massacres, and exiles in remote parts of the country. Using unreleased archive footage, the documentary tells the story of the invention, development and improvement of China's totalitarian system of surveillance and repression up to the present day, never told before.",/rRZwCAzKMuqLZ0zTtf633jPO1qx.jpg,fr,7.0,['FR'],tt27206654,2.0,"Les camps, secret du pouvoir chinois - La surveillance totale",Documentary,2023.0,"Les camps, secret du pouvoir chinois - Laogai, le goulag chinois","Les camps, secret du pouvoir chinois",Strife,"Les camps, secret du pouvoir chinois - La surveillance totale"
41716,/uckLReDFpSKNnSSGZdErQxR8qQU.jpg,"After the founding of the People's Republic of China in 1949, Mao Tsetung established a system of labor camps for systematic repression, known as Laogai, an abbreviation for ""Reform Through Labor"". In such camps, forced labor and physical and mental torture were used to bring about a so-called mental reform, re-education in the spirit of the Chinese Communist Party. Millions of Chinese were affected. Many were executed. In hundreds of camps, the Party took advantage of the prisoners' free labor to build the economy. Self-criticism and denunciation were often the only way to escape martyrdom. Successive waves of purges culminated in the Cultural Revolution, which saw massive human rights abuses, political assassinations, massacres, and exiles in remote parts of the country. Using unreleased archive footage, the documentary tells the story of the invention, development and improvement of China's totalitarian system of surveillance and repression up to the present day, never told before.",/rRZwCAzKMuqLZ0zTtf633jPO1qx.jpg,fr,7.0,['FR'],tt27206654,2.0,"Les camps, secret du pouvoir chinois - Laogai, le goulag chinois",Documentary,2023.0,"Les camps, secret du pouvoir chinois - Laogai, le goulag chinois","Les camps, secret du pouvoir chinois",Strife,"Les camps, secret du pouvoir chinois - La surveillance totale"
41914,/3OLeiLbTdNFovd2zyBn2xgR8UWY.jpg,"A fallen queen, Jiang Xuening who aspired to have the highest power and authority in her life was held hostage by rebels after the king, Shen Jie was poisoned. In this life, she used everyone around her to reach the authority of the queen but in the end, she remained under house arrest and Xie Wei slaughtered the entire city. Later, she received the decree to be buried with the emperor. She got a second chance to change her fate by not entering the palace but when she woke up after rebirth, she was already messing around. Even though she vowed not to enter the palace, a certain turn of events again entangles her with the palace and Xie Wei whom she hated the most.",/hS7udvNJxgg9US5MoNq2fvkyR2X.jpg,zh,7.8,['CN'],tt27458928,4.0,Story of Kunning Palace,Drama,2023.0,My Happy End,Story of Kunning Palace,Acharnés,Akgwi
42071,/p1P0QJ3cqeBnODfyQd2ceEZ23KQ.jpg,Two teenagers from different worlds use their newly discovered Ninja powers to defend dragons from villains who want to use their life-force for evil.,/aUOgcqXVy7tSus5u6OJeB1pB8uL.jpg,en,8.1,['US'],tt27502465,4.0,"Ninjago, le soulèvement des dragons",Animation,2023.0,Le livre de notre destin,"Ninjago, le soulèvement des dragons",Dead Dead Demons Dededede Destruction,Sans Limites Avec Chris Hemsworth
42262,/wcP3FsRLog4GNEs9PFrDKKQdcof.jpg,The queen of department stores and the prince of supermarkets weather a marital crisis—until love miraculously begins to bloom again.,/7ZXLZ3KYL3IVvsSHBZaHjcNQzNU.jpg,ko,8.4,['KR'],tt27668559,4.0,La Reine des larmes,Drama,2024.0,La Reine des larmes,Power Book IV: Force,Love at First Night,Yarin Yokmus Gibi
42945,/xNqxSY1YjWUSmxXm0Re8q2Ei6qe.jpg,A relentlessly ambitious working-class man becomes one of France's most controversial public figures in this fictionalized biopic about Bernard Tapie.,/mOYqoV3mxrm1dr4FZ5liCtVQecM.jpg,fr,7.3,['FR'],tt27921612,2.0,Tapie,Drama,2023.0,Safe Home,Tapie,Song of the Bandits,Chief Detective 1958
42975,/jJMfTkvU2exHwCFoBHsIqwaHImh.jpg,A lawyer bound by a centuries-old curse becomes entangled with a civil servant who holds the key to his freedom — igniting an unexpected romance.,/fMiLKTIFB7YCBQSYoTJ7NCrPcD6.jpg,ko,8.1,['KR'],tt27974068,4.0,Le livre de notre destin,Drama,2023.0,Le livre de notre destin,"Ninjago, le soulèvement des dragons",Dead Dead Demons Dededede Destruction,Sans Limites Avec Chris Hemsworth
43043,/ujL9TvhFtiJzsbv30Fg44RvAWoW.jpg,"The peaceful life of the members of the Rabbani family undergoes changes with the unwanted entry of a snake, the discovery of an exquisite manuscript and a mysterious hole...",/bTjzKKkYbeTHVITiKnIZlnisr0W.jpg,fa,10.0,['IR'],tt28100331,4.0,You Only Go Around Once,Comedy,2023.0,You Only Go Around Once,Taj,Tozkoparan Iskender Gölge,Douanes sous haute surveillance : Canada
43244,/nHTuJxq3hoA6zRTcxQjRczeniAx.jpg,"A extraordinary guard walks in the desert of the Western regions. On the way escaping the killing by the government, he took a guarding task with destination to the capital Chang 'an. The task was thought as just a simple one, but actually it is a road full of crisis and danger. A journey affecting the fate of the world begins......",/ck4VbauqthkMldF661byC693ify.jpg,zh,7.4,"['US', 'CN']",tt28259824,4.0,Biao Ren,Animation,2023.0,Biao Ren,Perfect Marriage Revenge,Entretien avec un vampire,Ag3nda
43336,/hbPUaAY6YQOmqMdwd5qm6JavqGk.jpg,A legendary hitman trained to become the world's best assassin is asked to lay low for a year by the head of his crime family.,/aQeVABaQ7gZedtmtDRwhrgOQwgq.jpg,ja,7.7,['JP'],tt28329410,4.0,Za Faburu,Animation,2024.0,Za Faburu,Kan Çiçekleri,The Cleaning Lady,My Happy End
